Category|Title|Snippet
Sport|Former Team Sky doctor destroyed laptop before handing it to experts, tribunal told|The former British Cycling and Team Sky doctor Richard Freeman destroyed a laptop with “a screwdriver or blunt instrument” before handing it to forens …
Politics|Brexit drives government consultancy fees to £450m in three years|Summary: The scale of the government’s reliance on management consultants has been laid bare as analysis shows that spending with eight top firms has risen by …
Business|Fed chair warns of 'tragic' consequences without further Covid relief|Failure to provide more support for households and businesses hit by the coronavirus pandemic could have “tragic” economic consequences, the Federal R …
Sport|French Open 2020: Schwartzman beats Thiem, Podoroska shocks Svitolina – as it happened|Some news, courtesy of Tumaini Carayol: Iga Swiatek and Martina Trevisan are now getting under way, as the clock ticks past 9pm, and there’s still Raf …
Sport|Talking Horses: 'wonky' Attraction wins again as colts sell for millions|Summary: The mighty mare Attraction, whose wonky legs made her unsellable but never stopped her on the track, enjoyed the latest victory of her long career on …
Politics|How to curb a consultancy addiction - and love employees|The new analysis of government invoices may well confirm the fears of Lord Agnew, the civil service minister who last week called for senior civil ser …
Politics|Planning changes would drastically cut affordable homes, councils say|Summary: Close to half of affordable homes in some of the most expensive areas of England will not be built if ministers proceed with changes to the planning s …
Politics|Taxpayers face losing up to £26bn on Covid-19 business loans|Taxpayers stand to lose up to £26bn on the government’s most popular Covid-19 business loan scheme because of fraud or an inability to repay the money …
Business|UK mortgage applications at 12-year high as house prices keep rising|Mortgage applications in the UK have surged to a 12-year high as house prices rose at the fastest annual pace since mid-2016, the mortgage lender Hali …
Business|Democrats outraged as Trump halts Covid stimulus talks until after election|The erratic process to approve further coronavirus economic relief for struggling individuals and businesses took another turn on Wednesday morning wh …
Sport|Seattle's Breanna Stewart and Sue Bird are basketball's perfect storm|Breanna Stewart, the 26-year-old star forward of the Seattle Storm, stands 6ft 4in with a 7ft 1in wingspan, blending the size and strength of a top-dr …
Sport|The Mankad was acceptable once so why does Ashwin get so much grief?|To Dubai, and Ravi Ashwin’s ongoing escapades for the Delhi Capitals. Over the past few months Ashwin has been running something of a one-man campaign …
Politics|Gove says UK has '66% chance' of Brexit deal amid breakthrough|Michael Gove has put the chances of a Brexit deal at 66% amid fresh optimism over a breakthrough on the dispute over state aid, one of the key stickin …
Politics|Boris Johnson set for compromise on Human Rights Act – EU sources|Boris Johnson is prepared to make a major compromise to secure security ties with the EU by pledging in a deal on the future relationship not to rip u …
Business|US economy faces ‘watershed moment’ as Trump sows confusion over Covid aid|Economists warned on Wednesday that the US economy was facing a “watershed moment” as Donald Trump vacillated on agreeing to a new round of stimulus c …
Politics|Boris Johnson asks the questions as he runs out of answers|Summary: It wasn’t the most orthodox of openings to prime minister’s questions, with Tory MP Sir David Amess plugging his new book – out next week – and asking …
Business|Further 150m people face extreme poverty by 2022, warns World Bank|An additional 150 million people could be pushed into extreme poverty by the end of next year as conflict, climate change and Covid-19 combine to end …
Business|Just 10% of new infrastructure funding in Australian budget to be delivered this year|Summary: The Morrison government has earmarked $6.7bn in new infrastructure funding for the states and territories but just one-tenth of it will be delivered t …
Politics|Scotland cancels National 5 exams amid new restrictions; UK sees 14,162 more cases – as it happened|Nicola Sturgeon has announced a nationwide ban on drinking indoors in licensed premises in Scotland for more than two weeks, with a full shutdown of a …
Politics|Couple who allege Cummings made second lockdown trip accuse police of bias|A couple who allege Dominic Cummings made a second lockdown trip to north-east England have accused Durham police of trying to help the government den …
Business|UK recovery on hold owing to Covid second wave, says OBR official|Britain’s economic recovery from the coronavirus pandemic has been put “on hold” as a result of the second wave of the virus and tougher government re …
Sport|Cheptegei and Gidey smash world track records using controversial spikes|Two world records were smashed within an astonishing hour in Spain on Wednesday as Nike’s controversial track spikes again proved a gamechanger for at …
